MachineID,ReadingTime,Temperature,Pressure,Flow,Vibration
T104,2026-08-13 15:00:00,55.2,61.87,90.5,0.0
T104,2026-08-13 16:00:00,50.25,61.38,82.38,0.0
T104,2026-08-13 17:00:00,63.53,59.99,77.41,1.03
T104,2026-08-13 18:00:00,57.1,75.05,68.2,0.0
T104,2026-08-13 19:00:00,55.83,65.72,62.67,0.0
T104,2026-08-13 20:00:00,59.28,55.91,58.85,1.57
T104,2026-08-13 21:00:00,53.58,78.8,85.51,1.04
T104,2026-08-13 22:00:00,56.52,,64.54,0.7
T104,2026-08-13 23:00:00,60.55,43.52,84.04,0.0
T104,2026-08-14 00:00:00,59.64,64.77,98.38,1.65
T104,2026-08-14 01:00:00,61.21,75.32,78.69,3.06
T104,2026-08-14 02:00:00,49.47,58.67,101.22,1.4
T104,2026-08-14 03:00:00,61.41,73.1,47.5,2.07
T104,2026-08-14 04:00:00,56.57,79.95,48.4,1.01
T104,2026-08-14 05:00:00,54.06,71.87,90.71,1.09
T104,2026-08-14 06:00:00,50.59,64.32,81.76,1.2
T104,2026-08-14 07:00:00,64.93,66.81,62.03,0.89
T104,2026-08-14 08:00:00,76.28,84.75,31.46,0.85
T104,2026-08-14 09:00:00,64.52,62.81,76.72,0.59
T104,2026-08-14 10:00:00,61.87,51.22,106.4,0.76
T104,2026-08-14 11:00:00,51.45,78.49,57.19,0.36
T104,2026-08-14 12:00:00,54.0,90.73,72.67,0.0
T104,2026-08-14 13:00:00,53.93,70.47,99.11,2.62
T104,2026-08-14 14:00:00,67.85,67.26,68.95,2.1
T104,2026-08-14 15:00:00,55.42,57.1,77.49,0.0
T104,2026-08-14 16:00:00,54.74,62.2,98.15,0.49
T104,2026-08-14 17:00:00,49.13,45.75,88.77,0.86
T104,2026-08-14 18:00:00,54.12,59.39,91.99,1.91
T104,2026-08-14 19:00:00,52.54,66.07,102.25,0.18
T104,2026-08-14 20:00:00,57.89,64.54,61.4,0.93
T104,2026-08-14 21:00:00,58.22,71.66,63.64,0.81
T104,2026-08-14 22:00:00,67.67,89.93,108.04,0.0
T104,2026-08-14 23:00:00,61.16,59.2,90.11,0.18
T105,2026-08-01 00:00:00,46.01,60.87,98.01,1.03
T105,2026-08-01 01:00:00,60.82,67.6,92.28,1.22
T105,2026-08-01 02:00:00,56.08,65.99,116.38,0.91
T105,2026-08-01 03:00:00,58.3,66.23,81.08,0.45
T105,2026-08-01 04:00:00,59.46,58.93,82.38,0.17
T105,2026-08-01 05:00:00,58.76,72.01,81.19,0.0
T105,2026-08-01 06:00:00,62.13,66.44,67.12,1.42
T105,2026-08-01 07:00:00,48.21,77.54,83.97,0.0
T105,2026-08-01 08:00:00,59.25,60.13,74.98,0.21
T105,2026-08-01 09:00:00,57.11,59.18,51.58,1.82
T105,2026-08-01 10:00:00,56.29,56.22,64.69,1.42
T105,2026-08-01 11:00:00,48.91,,74.49,0.38
T105,2026-08-01 12:00:00,50.28,57.56,85.16,0.99
T105,2026-08-01 13:00:00,52.5,63.91,100.99,0.0
T105,2026-08-01 14:00:00,57.96,53.59,66.05,1.01
T105,2026-08-01 15:00:00,54.18,50.4,108.84,1.54
T105,2026-08-01 16:00:00,44.47,47.31,95.68,0.57
T105,2026-08-01 17:00:00,68.5,72.4,90.39,0.0
T105,2026-08-01 18:00:00,61.44,49.69,108.49,1.14
T105,2026-08-01 19:00:00,52.23,74.66,125.35,0.63
T105,2026-08-01 20:00:00,61.85,59.82,86.54,0.0
T105,2026-08-01 21:00:00,58.0,65.52,117.38,0.0
T105,2026-08-01 22:00:00,56.03,80.46,80.65,0.66
T105,2026-08-01 23:00:00,52.17,53.81,52.13,0.3
T105,2026-08-02 00:00:00,51.07,66.42,70.82,0.42
T105,2026-08-02 01:00:00,54.83,64.42,75.49,0.0
T105,2026-08-02 02:00:00,58.6,77.81,87.31,0.31
T105,2026-08-02 03:00:00,57.14,40.39,82.49,0.48
T105,2026-08-02 04:00:00,51.47,55.97,77.62,1.59
T105,2026-08-02 05:00:00,65.64,53.86,75.67,0.41
T105,2026-08-02 06:00:00,63.67,66.75,86.67,1.23
T105,2026-08-02 07:00:00,53.83,81.37,84.97,0.12
T105,2026-08-02 08:00:00,56.39,,77.35,1.56
T105,2026-08-02 09:00:00,53.62,55.81,96.87,0.1
T105,2026-08-02 10:00:00,63.76,69.22,69.28,0.74
T105,2026-08-02 11:00:00,54.16,69.19,118.98,0.5
T105,2026-08-02 12:00:00,61.74,65.29,85.43,0.67
T105,2026-08-02 13:00:00,52.0,69.02,79.8,0.08
T105,2026-08-02 14:00:00,65.1,66.19,80.89,1.87
T105,2026-08-02 15:00:00,45.15,80.27,69.16,0.97
T105,2026-08-02 16:00:00,53.88,53.92,108.65,2.28
T105,2026-08-02 17:00:00,56.45,69.03,86.03,2.18
T105,2026-08-02 18:00:00,43.21,69.53,71.91,0.0
T105,2026-08-02 19:00:00,55.48,87.18,73.19,1.43
T105,2026-08-02 20:00:00,66.39,64.85,87.17,0.0
T105,2026-08-02 21:00:00,52.99,75.88,86.09,1.09
T105,2026-08-02 22:00:00,58.93,154.14,77.25,2.08
T105,2026-08-02 23:00:00,58.93,85.33,62.95,0.95
T105,2026-08-03 00:00:00,55.24,66.67,107.0,1.1
T105,2026-08-03 01:00:00,66.54,56.96,70.19,0.81
T105,2026-08-03 02:00:00,57.73,62.77,67.74,1.76
T105,2026-08-03 03:00:00,55.46,82.11,85.23,1.32
T105,2026-08-03 04:00:00,61.9,55.11,91.61,2.34
T105,2026-08-03 05:00:00,59.76,75.82,97.48,1.05
T105,2026-08-03 06:00:00,59.31,71.57,98.74,0.0
T105,2026-08-03 07:00:00,59.73,62.79,77.95,1.84
T105,2026-08-03 08:00:00,52.87,48.26,99.32,0.0
T105,2026-08-03 09:00:00,44.5,75.9,87.86,1.18
T105,2026-08-03 10:00:00,54.9,48.39,63.66,0.58
T105,2026-08-03 11:00:00,49.09,68.68,76.68,0.95
T105,2026-08-03 12:00:00,59.09,69.64,93.99,0.52
T105,2026-08-03 13:00:00,59.29,67.83,41.28,1.32
T105,2026-08-03 14:00:00,59.05,71.77,61.84,0.55
T105,2026-08-03 15:00:00,50.36,73.94,59.71,0.06
T105,2026-08-03 16:00:00,61.74,57.45,68.29,1.53
T105,2026-08-03 17:00:00,64.63,73.66,100.28,0.61
T105,2026-08-03 18:00:00,56.57,57.22,88.02,0.38
T105,2026-08-03 19:00:00,54.97,72.2,106.32,1.12
T105,2026-08-03 20:00:00,70.56,56.53,51.92,1.37
T105,2026-08-03 21:00:00,52.6,61.72,53.14,0.08
T105,2026-08-03 22:00:00,47.48,59.79,77.9,0.87
T105,2026-08-03 23:00:00,66.68,73.12,55.8,1.29
T105,2026-08-04 00:00:00,58.78,63.83,84.59,0.96
T105,2026-08-04 01:00:00,53.16,62.81,106.31,0.24
T105,2026-08-04 02:00:00,50.79,64.26,64.65,0.0
T105,2026-08-04 03:00:00,55.59,82.38,84.31,0.94
T105,2026-08-04 04:00:00,43.09,70.26,86.68,0.27
T105,2026-08-04 05:00:00,59.26,67.04,65.93,1.07
T105,2026-08-04 06:00:00,66.38,62.26,69.38,0.66
T105,2026-08-04 07:00:00,63.98,50.28,95.41,0.26
T105,2026-08-04 08:00:00,59.69,58.23,74.79,2.02
T105,2026-08-04 09:00:00,48.14,70.82,116.16,1.35
T105,2026-08-04 10:00:00,48.68,49.62,71.47,0.93
T105,2026-08-04 11:00:00,59.58,49.74,69.29,0.15
T105,2026-08-04 12:00:00,56.73,88.82,68.2,0.02
T105,2026-08-04 13:00:00,50.07,72.63,84.26,0.08
T105,2026-08-04 14:00:00,55.46,55.5,90.33,2.95
T105,2026-08-04 15:00:00,61.86,63.88,73.03,0.0
T105,2026-08-04 16:00:00,63.14,73.15,76.61,1.77
T105,2026-08-04 17:00:00,58.15,74.3,90.33,0.66
T105,2026-08-04 18:00:00,51.32,63.25,100.16,0.39
T105,2026-08-04 19:00:00,61.08,52.01,99.04,1.05
T105,2026-08-04 20:00:00,49.59,62.31,101.77,0.0
T105,2026-08-04 21:00:00,50.5,64.17,123.4,0.26
T105,2026-08-04 22:00:00,61.47,68.12,74.39,0.93
T105,2026-08-04 23:00:00,54.87,60.71,55.1,0.78
T105,2026-08-05 00:00:00,64.29,65.69,104.63,1.26
T105,2026-08-05 01:00:00,57.58,57.46,76.25,0.0
T105,2026-08-05 02:00:00,56.13,66.75,115.88,1.22
T105,2026-08-05 03:00:00,51.95,47.73,81.28,1.45
T105,2026-08-05 04:00:00,56.46,71.5,81.74,1.37
T105,2026-08-05 05:00:00,121.47,84.25,64.98,1.43
T105,2026-08-05 06:00:00,56.09,63.61,80.66,1.0
T105,2026-08-05 07:00:00,61.2,77.7,110.34,1.07
T105,2026-08-05 08:00:00,70.0,66.12,104.39,1.14
T105,2026-08-05 09:00:00,54.16,67.17,94.06,0.77
T105,2026-08-05 10:00:00,60.89,75.38,84.58,0.0
T105,2026-08-05 11:00:00,69.75,61.43,70.18,0.0
T105,2026-08-05 12:00:00,55.64,58.25,71.73,0.25
T105,2026-08-05 13:00:00,61.71,89.36,99.77,1.7
T105,2026-08-05 14:00:00,55.36,66.26,92.68,0.27
T105,2026-08-05 15:00:00,55.02,75.25,104.63,0.85
T105,2026-08-05 16:00:00,49.63,61.45,59.06,0.86
T105,2026-08-05 17:00:00,59.79,61.75,89.35,1.13
T105,2026-08-05 18:00:00,59.8,50.58,80.44,1.13
T105,2026-08-05 19:00:00,69.05,61.74,94.92,1.5
T105,2026-08-05 20:00:00,56.62,78.78,106.64,1.9
T105,2026-08-05 21:00:00,61.21,93.32,73.92,2.5
T105,2026-08-05 22:00:00,63.38,81.08,79.24,1.48
T105,2026-08-05 23:00:00,67.99,51.95,82.06,0.0
T105,2026-08-06 00:00:00,56.75,55.21,81.08,3.14
T105,2026-08-06 01:00:00,70.02,47.73,95.0,1.44
T105,2026-08-06 02:00:00,55.63,67.14,89.97,0.0
T105,2026-08-06 03:00:00,50.78,67.07,86.79,0.23
T105,2026-08-06 04:00:00,52.44,63.92,100.95,0.74
T105,2026-08-06 05:00:00,69.36,56.65,88.48,0.52
T105,2026-08-06 06:00:00,62.12,55.62,119.69,0.0
T105,2026-08-06 07:00:00,70.01,66.08,94.94,1.87
T105,2026-08-06 08:00:00,64.0,56.24,95.8,2.29
T105,2026-08-06 09:00:00,51.79,90.42,91.94,0.45
T105,2026-08-06 10:00:00,51.75,62.32,49.8,0.47
T105,2026-08-06 11:00:00,56.16,52.11,98.46,0.62
T105,2026-08-06 12:00:00,53.55,61.1,91.39,0.86
T105,2026-08-06 13:00:00,53.09,66.51,84.09,0.0
T105,2026-08-06 14:00:00,55.98,71.95,95.3,0.62
T105,2026-08-06 15:00:00,62.74,53.24,67.92,0.6
T105,2026-08-06 16:00:00,68.48,66.96,80.04,2.04
T105,2026-08-06 17:00:00,55.99,91.82,75.8,0.0
T105,2026-08-06 18:00:00,56.84,62.01,70.46,2.88
T105,2026-08-06 19:00:00,60.23,70.57,76.69,0.34
T105,2026-08-06 20:00:00,65.18,44.89,64.43,0.6
T105,2026-08-06 21:00:00,67.46,60.51,92.49,0.82
T105,2026-08-06 22:00:00,67.07,45.98,98.25,0.64
T105,2026-08-06 23:00:00,64.47,55.17,85.44,0.72
T105,2026-08-07 00:00:00,50.98,49.64,74.55,0.9
T105,2026-08-07 01:00:00,52.7,61.04,51.06,0.5
T105,2026-08-07 02:00:00,65.17,73.46,83.44,0.99
T105,2026-08-07 03:00:00,52.2,84.49,122.22,0.93
T105,2026-08-07 04:00:00,76.13,56.84,62.48,0.23
T105,2026-08-07 05:00:00,56.46,92.74,79.94,0.11
T105,2026-08-07 06:00:00,51.71,78.68,102.95,0.41
T105,2026-08-07 07:00:00,44.87,51.46,115.98,1.35
T105,2026-08-07 08:00:00,58.46,87.43,120.25,0.77
T105,2026-08-07 09:00:00,57.88,58.02,79.88,0.0
T105,2026-08-07 10:00:00,47.57,44.33,104.52,0.0
T105,2026-08-07 11:00:00,71.65,56.24,116.27,0.51
T105,2026-08-07 12:00:00,47.04,80.41,110.23,0.08
T105,2026-08-07 13:00:00,55.68,54.13,82.83,0.89
T105,2026-08-07 14:00:00,55.54,43.17,74.54,1.36
T105,2026-08-07 15:00:00,56.54,61.07,68.25,0.31
T105,2026-08-07 16:00:00,67.86,51.32,97.97,0.84
T105,2026-08-07 17:00:00,59.71,56.21,78.67,0.8
T105,2026-08-07 18:00:00,54.36,68.98,93.23,2.54
T105,2026-08-07 19:00:00,59.95,42.05,105.93,0.64
T105,2026-08-07 20:00:00,72.08,82.65,75.91,1.38
T105,2026-08-07 21:00:00,53.84,65.03,97.17,1.69
T105,2026-08-07 22:00:00,64.27,65.9,129.7,0.51
T105,2026-08-07 23:00:00,46.75,48.02,111.53,0.74
T105,2026-08-08 00:00:00,59.11,58.49,76.85,0.17
T105,2026-08-08 01:00:00,61.3,63.83,92.83,1.07
T105,2026-08-08 02:00:00,55.02,47.5,57.18,3.22
T105,2026-08-08 03:00:00,68.35,81.08,72.86,0.81
T105,2026-08-08 04:00:00,52.29,49.26,74.4,1.86
T105,2026-08-08 05:00:00,63.89,53.36,79.33,1.4
T105,2026-08-08 06:00:00,54.0,65.96,92.23,1.11
T105,2026-08-08 07:00:00,59.78,57.16,75.08,0.0
T105,2026-08-08 08:00:00,47.07,63.62,99.69,0.0
T105,2026-08-08 09:00:00,59.91,74.42,51.94,0.58
T105,2026-08-08 10:00:00,69.52,71.62,51.33,1.33
T105,2026-08-08 11:00:00,52.77,73.3,72.58,0.76
T105,2026-08-08 12:00:00,54.24,65.04,74.79,0.62
T105,2026-08-08 13:00:00,49.77,70.89,88.16,0.0
T105,2026-08-08 14:00:00,64.95,62.88,87.91,1.41
T105,2026-08-08 15:00:00,60.3,78.98,79.72,1.63
T105,2026-08-08 16:00:00,58.86,71.09,92.27,1.79
T105,2026-08-08 17:00:00,63.05,59.68,73.46,0.76
T105,2026-08-08 18:00:00,52.68,52.37,46.7,0.0
T105,2026-08-08 19:00:00,71.9,57.12,119.26,1.12
T105,2026-08-08 20:00:00,57.65,46.99,85.08,2.31
T105,2026-08-08 21:00:00,68.9,68.29,64.32,0.03
T105,2026-08-08 22:00:00,52.03,80.34,114.37,0.96
T105,2026-08-08 23:00:00,55.88,83.58,67.39,0.84
T105,2026-08-09 00:00:00,61.24,54.65,73.55,0.23
T105,2026-08-09 01:00:00,67.92,87.97,87.07,0.59
T105,2026-08-09 02:00:00,53.8,65.02,75.1,0.72
T105,2026-08-09 03:00:00,60.89,60.14,81.59,0.65
T105,2026-08-09 04:00:00,55.78,59.7,98.72,0.0
T105,2026-08-09 05:00:00,69.02,66.63,95.98,1.38
T105,2026-08-09 06:00:00,53.04,54.03,66.42,0.6
T105,2026-08-09 07:00:00,62.89,57.99,95.94,0.0
T105,2026-08-09 08:00:00,55.3,79.01,81.92,0.14
T105,2026-08-09 09:00:00,53.4,28.66,66.79,1.65
T105,2026-08-09 10:00:00,53.92,59.43,43.03,0.0
T105,2026-08-09 11:00:00,66.33,72.41,61.65,0.3
T105,2026-08-09 12:00:00,57.8,50.65,48.93,0.67
T105,2026-08-09 13:00:00,62.01,72.1,100.75,0.0
T105,2026-08-09 14:00:00,58.41,61.78,83.43,0.63
T105,2026-08-09 15:00:00,53.38,28.79,105.91,1.06
T105,2026-08-09 16:00:00,47.61,70.68,76.95,0.46
T105,2026-08-09 17:00:00,52.62,71.44,70.6,0.0
T105,2026-08-09 18:00:00,65.92,62.85,82.35,1.35
T105,2026-08-09 19:00:00,53.33,59.38,90.5,0.0
T105,2026-08-09 20:00:00,59.55,55.93,100.4,1.24
T105,2026-08-09 21:00:00,60.9,45.72,83.14,0.0
T105,2026-08-09 22:00:00,57.74,37.22,57.27,1.75
T105,2026-08-09 23:00:00,60.58,60.75,68.64,0.0
T105,2026-08-10 00:00:00,59.4,60.88,112.84,0.65
T105,2026-08-10 01:00:00,58.41,48.34,78.51,0.94
T105,2026-08-10 02:00:00,55.39,59.17,90.88,2.01
T105,2026-08-10 03:00:00,59.01,78.73,96.19,1.67
T105,2026-08-10 04:00:00,53.73,62.52,81.35,1.24
T105,2026-08-10 05:00:00,63.55,66.5,100.78,0.35
T105,2026-08-10 06:00:00,64.2,77.19,97.19,0.91
T105,2026-08-10 07:00:00,62.99,54.27,88.57,1.04
T105,2026-08-10 08:00:00,48.69,70.7,62.52,0.46
T105,2026-08-10 09:00:00,58.28,56.23,86.49,0.85
T105,2026-08-10 10:00:00,52.26,71.82,71.25,2.63
T105,2026-08-10 11:00:00,57.23,50.94,67.28,1.72
T105,2026-08-10 12:00:00,55.14,48.63,100.37,0.47
T105,2026-08-10 13:00:00,62.57,76.23,89.94,2.72
T105,2026-08-10 14:00:00,45.93,55.18,80.39,2.61
T105,2026-08-10 15:00:00,70.59,80.46,70.71,0.26
T105,2026-08-10 16:00:00,52.2,55.6,111.87,0.6
T105,2026-08-10 17:00:00,57.22,74.29,55.06,0.84
T105,2026-08-10 18:00:00,50.32,61.47,74.44,0.29
T105,2026-08-10 19:00:00,59.58,67.65,81.04,1.1
T105,2026-08-10 20:00:00,51.92,73.18,81.29,0.41
T105,2026-08-10 21:00:00,52.44,62.1,118.67,0.75
T105,2026-08-10 22:00:00,49.99,76.03,76.51,1.03
T105,2026-08-10 23:00:00,53.76,80.37,74.37,1.92
T105,2026-08-11 00:00:00,50.66,61.49,110.2,0.93
T105,2026-08-11 01:00:00,73.9,61.77,89.63,2.32
T105,2026-08-11 02:00:00,47.4,45.35,70.68,1.45
T105,2026-08-11 03:00:00,46.73,72.16,94.48,2.41
T105,2026-08-11 04:00:00,65.32,69.37,109.46,1.23
T105,2026-08-11 05:00:00,54.78,51.26,74.75,0.77
T105,2026-08-11 06:00:00,59.23,39.38,81.05,0.82
T105,2026-08-11 07:00:00,121.38,84.52,88.34,0.07
T105,2026-08-11 08:00:00,45.27,73.24,69.36,1.49
T105,2026-08-11 09:00:00,67.78,46.47,94.97,1.83
T105,2026-08-11 10:00:00,65.13,39.84,69.63,0.0
T105,2026-08-11 11:00:00,61.66,69.96,36.44,0.56
T105,2026-08-11 12:00:00,63.61,66.78,87.63,0.51
T105,2026-08-11 13:00:00,50.59,64.8,85.94,1.29
T105,2026-08-11 14:00:00,62.88,66.03,104.71,0.5
T105,2026-08-11 15:00:00,47.89,70.72,87.27,1.2
T105,2026-08-11 16:00:00,49.15,86.49,97.79,0.57
T105,2026-08-11 17:00:00,51.45,77.93,65.17,2.61
T105,2026-08-11 18:00:00,53.71,85.65,81.68,2.06
T105,2026-08-11 19:00:00,52.86,65.23,99.49,1.33
T105,2026-08-11 20:00:00,65.71,59.15,86.53,1.8
T105,2026-08-11 21:00:00,53.06,71.87,81.06,0.96
T105,2026-08-11 22:00:00,58.59,55.54,80.31,0.92
T105,2026-08-11 23:00:00,57.28,83.87,103.18,1.03
T105,2026-08-12 00:00:00,52.66,55.11,120.53,0.0
T105,2026-08-12 01:00:00,58.8,,79.4,0.0
T105,2026-08-12 02:00:00,52.51,58.44,72.23,1.86
T105,2026-08-12 03:00:00,57.94,58.71,86.93,1.33
T105,2026-08-12 04:00:00,55.59,75.82,62.12,1.74
T105,2026-08-12 05:00:00,57.94,64.42,72.53,0.0
T105,2026-08-12 06:00:00,46.33,55.85,95.58,0.03
T105,2026-08-12 07:00:00,47.16,54.09,78.07,0.52
T105,2026-08-12 08:00:00,57.1,77.39,107.49,2.4
T105,2026-08-12 09:00:00,46.63,54.73,97.57,0.44
T105,2026-08-12 10:00:00,64.03,67.49,113.43,1.63
T105,2026-08-12 11:00:00,65.43,60.06,83.25,0.56
T105,2026-08-12 12:00:00,47.46,82.66,98.42,0.52
T105,2026-08-12 13:00:00,67.13,57.44,51.91,1.61
T105,2026-08-12 14:00:00,49.05,62.65,88.71,1.11
T105,2026-08-12 15:00:00,63.94,71.97,94.9,0.17
T105,2026-08-12 16:00:00,60.06,46.93,113.12,0.0
T105,2026-08-12 17:00:00,55.57,49.17,71.86,0.81
T105,2026-08-12 18:00:00,54.3,78.73,89.08,0.43
T105,2026-08-12 19:00:00,57.06,79.64,101.36,0.0
T105,2026-08-12 20:00:00,53.24,70.7,91.36,0.0
T105,2026-08-12 21:00:00,63.24,54.31,108.47,1.22
T105,2026-08-12 22:00:00,50.08,58.65,75.16,0.93
T105,2026-08-12 23:00:00,56.57,51.25,59.9,1.24
T105,2026-08-13 00:00:00,60.0,66.27,89.87,0.3
T105,2026-08-13 01:00:00,59.29,95.46,106.14,0.57
T105,2026-08-13 02:00:00,54.34,30.67,104.24,1.43
T105,2026-08-13 03:00:00,54.19,47.82,64.21,1.16
T105,2026-08-13 04:00:00,57.37,73.3,86.56,1.57
T105,2026-08-13 05:00:00,60.59,74.95,47.39,0.0
T105,2026-08-13 06:00:00,55.45,77.95,118.85,0.67
T105,2026-08-13 07:00:00,53.72,41.54,100.54,0.36
T105,2026-08-13 08:00:00,78.71,56.13,122.89,1.4
T105,2026-08-13 09:00:00,50.8,67.79,98.88,0.62
T105,2026-08-13 10:00:00,63.87,74.79,95.73,0.79
T105,2026-08-13 11:00:00,49.78,64.08,88.17,0.0
T105,2026-08-13 12:00:00,59.18,63.84,61.66,0.53
T105,2026-08-13 13:00:00,55.82,88.16,88.96,1.63
T105,2026-08-13 14:00:00,57.18,42.51,97.1,0.27
T105,2026-08-13 15:00:00,55.65,52.36,86.31,1.65
T105,2026-08-13 16:00:00,64.53,84.03,116.1,0.0
T105,2026-08-13 17:00:00,49.64,43.3,96.37,0.25
T105,2026-08-13 18:00:00,54.58,62.4,91.89,0.0
T105,2026-08-13 19:00:00,49.19,65.02,106.58,0.78
T105,2026-08-13 20:00:00,52.46,39.22,102.15,0.21
T105,2026-08-13 21:00:00,49.97,44.42,59.1,0.03
T105,2026-08-13 22:00:00,56.33,50.5,88.34,0.6
T105,2026-08-13 23:00:00,73.55,44.55,87.91,0.94
T105,2026-08-14 00:00:00,50.79,66.14,98.85,0.88
T105,2026-08-14 01:00:00,67.69,38.87,69.84,1.98
T105,2026-08-14 02:00:00,64.38,71.49,107.2,0.0
T105,2026-08-14 03:00:00,63.57,77.77,73.14,2.9
T105,2026-08-14 04:00:00,59.37,38.69,91.86,0.22
T105,2026-08-14 05:00:00,66.15,71.58,74.24,2.0
T105,2026-08-14 06:00:00,64.58,55.06,82.26,1.21
T105,2026-08-14 07:00:00,55.45,60.99,85.66,0.0
T105,2026-08-14 08:00:00,42.37,67.87,49.2,0.01
T105,2026-08-14 09:00:00,45.6,45.22,92.67,0.62
T105,2026-08-14 10:00:00,56.19,49.21,73.19,1.1
T105,2026-08-14 11:00:00,57.64,74.87,102.37,0.6
T105,2026-08-14 12:00:00,45.03,55.92,83.24,0.18
T105,2026-08-14 13:00:00,50.62,65.84,128.75,0.41
T105,2026-08-14 14:00:00,57.98,49.26,107.38,1.5
T105,2026-08-14 15:00:00,63.64,81.32,77.31,0.56
T105,2026-08-14 16:00:00,69.97,72.59,45.05,1.16
T105,2026-08-14 17:00:00,53.93,75.78,92.35,0.0
T105,2026-08-14 18:00:00,59.88,67.53,91.54,1.26
T105,2026-08-14 19:00:00,68.47,69.97,85.41,1.72
T105,2026-08-14 20:00:00,73.7,75.98,88.71,1.15
T105,2026-08-14 21:00:00,59.79,65.22,123.97,0.2
T105,2026-08-14 22:00:00,66.08,63.49,58.35,0.65
T105,2026-08-14 23:00:00,54.17,71.93,86.64,0.0
C101,2026-08-01 00:00:00,92.3,138.08,178.55,4.19
C101,2026-08-01 01:00:00,,133.44,139.61,4.1
C101,2026-08-01 02:00:00,80.77,107.47,152.29,3.65
C101,2026-08-01 03:00:00,80.3,129.37,172.91,3.32
C101,2026-08-01 04:00:00,79.64,115.82,135.06,3.52
C101,2026-08-01 05:00:00,80.62,132.03,155.77,3.15
C101,2026-08-01 06:00:00,91.06,136.33,133.78,4.98
C101,2026-08-01 07:00:00,84.29,123.12,156.45,3.98
C101,2026-08-01 08:00:00,85.82,127.25,143.93,2.38
C101,2026-08-01 09:00:00,85.69,120.52,164.0,4.39
C101,2026-08-01 10:00:00,79.57,137.28,153.69,4.13
C101,2026-08-01 11:00:00,81.03,145.2,137.16,3.74
C101,2026-08-01 12:00:00,73.34,133.72,139.52,3.62
C101,2026-08-01 13:00:00,78.38,125.75,127.49,2.21
C101,2026-08-01 14:00:00,85.2,99.64,165.37,5.25
C101,2026-08-01 15:00:00,80.85,140.59,149.56,5.28
C101,2026-08-01 16:00:00,78.81,96.62,148.56,5.37
C101,2026-08-01 17:00:00,85.74,118.82,155.92,4.78
C101,2026-08-01 18:00:00,81.4,156.52,140.69,4.8
C101,2026-08-01 19:00:00,87.33,116.6,142.36,4.81
C101,2026-08-01 20:00:00,83.01,129.06,120.55,4.52
C101,2026-08-01 21:00:00,84.01,124.23,156.5,3.67
C101,2026-08-01 22:00:00,77.86,122.1,141.64,5.74
C101,2026-08-01 23:00:00,88.38,113.38,186.65,3.65
C101,2026-08-02 00:00:00,82.21,135.77,114.54,3.81
C101,2026-08-02 01:00:00,77.99,127.46,156.66,3.94
C101,2026-08-02 02:00:00,81.13,137.78,155.43,4.03
C101,2026-08-02 03:00:00,83.04,147.03,153.11,3.59
C101,2026-08-02 04:00:00,68.64,107.79,141.59,3.91
C101,2026-08-02 05:00:00,78.11,129.21,139.77,3.27
C101,2026-08-02 06:00:00,86.29,141.43,130.07,4.19
C101,2026-08-02 07:00:00,68.66,107.31,139.4,4.91
C101,2026-08-02 08:00:00,76.55,115.21,150.65,4.03
C101,2026-08-02 09:00:00,76.5,148.83,145.22,4.09
C101,2026-08-02 10:00:00,79.19,130.28,172.23,5.33
C101,2026-08-02 11:00:00,76.66,138.21,159.89,4.78
C101,2026-08-02 12:00:00,81.36,122.76,166.84,4.76
C101,2026-08-02 13:00:00,92.96,127.38,148.08,2.03
C101,2026-08-02 14:00:00,70.72,120.27,130.18,4.65
C101,2026-08-02 15:00:00,72.83,118.98,141.68,4.96
C101,2026-08-02 16:00:00,77.74,130.43,153.52,4.72
C101,2026-08-02 17:00:00,87.95,124.6,119.47,3.81
C101,2026-08-02 18:00:00,81.86,128.43,136.72,4.91
C101,2026-08-02 19:00:00,82.1,113.95,141.75,5.54
C101,2026-08-02 20:00:00,86.65,137.58,131.25,3.45
C101,2026-08-02 21:00:00,77.23,127.21,146.87,3.61
C101,2026-08-02 22:00:00,79.45,115.47,146.76,4.89
C101,2026-08-02 23:00:00,71.41,129.16,174.84,3.85
C101,2026-08-03 00:00:00,78.3,136.09,132.28,3.98
C101,2026-08-03 01:00:00,74.72,102.56,147.26,2.99
C101,2026-08-03 02:00:00,81.92,138.38,183.38,4.07
C101,2026-08-03 03:00:00,89.13,129.79,143.1,2.46
C101,2026-08-03 04:00:00,93.39,112.41,174.89,4.43
C101,2026-08-03 05:00:00,75.17,128.74,188.39,5.23
C101,2026-08-03 06:00:00,78.41,116.46,151.8,3.87
C101,2026-08-03 07:00:00,90.4,133.88,119.54,4.37
C101,2026-08-03 08:00:00,80.75,125.45,154.48,4.96
C101,2026-08-03 09:00:00,88.84,116.0,148.94,3.64
C101,2026-08-03 10:00:00,70.23,123.69,183.21,2.63
C101,2026-08-03 11:00:00,81.83,124.33,155.18,3.23
C101,2026-08-03 12:00:00,72.02,108.46,173.96,3.21
C101,2026-08-03 13:00:00,78.5,150.26,136.78,4.27
C101,2026-08-03 14:00:00,89.45,137.19,126.03,3.43
C101,2026-08-03 15:00:00,84.12,148.15,136.29,3.61
C101,2026-08-03 16:00:00,84.94,132.44,162.24,3.32
C101,2026-08-03 17:00:00,78.28,127.59,172.72,3.81
C101,2026-08-03 18:00:00,81.84,112.69,183.54,4.12
C101,2026-08-03 19:00:00,89.54,125.36,151.53,2.8
